,App-RequestNumber,DefectClass,GroundTruth,Prompts
0,6013-Signal,{'Lexical': 1},Extracted pragmatic ambiguity segment(s): No Defect Found,"Pragmatic ambiguity: Pragmatic ambiguity occurs when a sentence has several meanings in the context in which it is uttered. The context comprises the language context, i.e., the sentences uttered before and after, and the context beyond language, i.e., the situation, the background knowledge, and expectations of the speaker or hearer and the writer or reader. 
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Pragmatic ambiguity from the statement. Multiple segments may contain Pragmatic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.

Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 276 | Request Title - Saving Attachments - where do they go? | Request Description - This is hopefully a daft question, but I can't find the answer anywhere. I've received a nice picture via MMS into TextSecure 0.9.9.7. It looks okay in the message thread, and clicking it gives me the warning about needing to decrypt it, but then it loads perfectly into my image viewer. If I tap+hold the image, I'm then warned about needing to decrypt it to put it on the external SD card, it then takes maybe half a second while it says ""Saving attachment..."", and then ""Success"" flashes up. Despite all of this, I can't find the attachment anywhere on my phone :-( (I've used ES File Explorer to search for various filenames, but to no avail). I had a look in the source code; it looks like it's saving to Environment.getExternalStorageDirectory(), but none of the obvious locations seem to have the picture in them. Any idea where attachments end up? (If it matters, I'm using a Samsung Galaxy S2 GT-I9100 running Jellybean 4.1.2).
####
Extracted pragmatic ambiguity segment(s): ['it', 'it']
# END
Statement: Request Number - 299 | Request Title - Implement ""Quick Responses"" | Request Description - Android has an useful option for rejecting call with SMS. When you receive a call, you can reject it with pre-prepared or custom SMS. However, this SMS is not sent through TextSecure but through default Android application for sending SMS's. Can this be changed?
####
Extracted pragmatic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 6013 | Request Title - Feature Request: Disappearing Message Time of 15 Minutes | Request Description - The disappearing message function is something that I make heavy use of, but there seems to be a gap in the options. When thinking about how long some conversations go, 5 minutes seems too quick, but 30 minutes is too long. I'd love for there to be a 15 minute option. Given some of the feature requests I saw while looking to see if someone else asked for 15 minutes, it might be smart to support a custom time option somewhere.
####

Extracted pragmatic ambiguity segment(s): "
1,5904-Signal,O,Extracted pragmatic ambiguity segment(s): No Defect Found,"Pragmatic ambiguity: Pragmatic ambiguity occurs when a sentence has several meanings in the context in which it is uttered. The context comprises the language context, i.e., the sentences uttered before and after, and the context beyond language, i.e., the situation, the background knowledge, and expectations of the speaker or hearer and the writer or reader. 
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Pragmatic ambiguity from the statement. Multiple segments may contain Pragmatic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.

Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 276 | Request Title - Saving Attachments - where do they go? | Request Description - This is hopefully a daft question, but I can't find the answer anywhere. I've received a nice picture via MMS into TextSecure 0.9.9.7. It looks okay in the message thread, and clicking it gives me the warning about needing to decrypt it, but then it loads perfectly into my image viewer. If I tap+hold the image, I'm then warned about needing to decrypt it to put it on the external SD card, it then takes maybe half a second while it says ""Saving attachment..."", and then ""Success"" flashes up. Despite all of this, I can't find the attachment anywhere on my phone :-( (I've used ES File Explorer to search for various filenames, but to no avail). I had a look in the source code; it looks like it's saving to Environment.getExternalStorageDirectory(), but none of the obvious locations seem to have the picture in them. Any idea where attachments end up? (If it matters, I'm using a Samsung Galaxy S2 GT-I9100 running Jellybean 4.1.2).
####
Extracted pragmatic ambiguity segment(s): ['it', 'it']
# END
Statement: Request Number - 299 | Request Title - Implement ""Quick Responses"" | Request Description - Android has an useful option for rejecting call with SMS. When you receive a call, you can reject it with pre-prepared or custom SMS. However, this SMS is not sent through TextSecure but through default Android application for sending SMS's. Can this be changed?
####
Extracted pragmatic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 5904 | Request Title - archived/blocked flags are not part of xml backup | Request Description - After importing messages from .xml backup, previously archived messages are all placed in main folder. Also 'blocked' flag is gone. I'm talking about only those messages that were part of the backup (probably already received messages and their flags are intact). I was expecting that 'archive' and 'blocked' flags are part of .xml backup. This is part of my backup (entries from one thread). For sure I've moved all messages from this number to archive and blocked the conversation. <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""2"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""2"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""2"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />
####

Extracted pragmatic ambiguity segment(s): "
2,937-Signal,O,Extracted pragmatic ambiguity segment(s): No Defect Found,"Pragmatic ambiguity: Pragmatic ambiguity occurs when a sentence has several meanings in the context in which it is uttered. The context comprises the language context, i.e., the sentences uttered before and after, and the context beyond language, i.e., the situation, the background knowledge, and expectations of the speaker or hearer and the writer or reader. 
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Pragmatic ambiguity from the statement. Multiple segments may contain Pragmatic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.

Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 276 | Request Title - Saving Attachments - where do they go? | Request Description - This is hopefully a daft question, but I can't find the answer anywhere. I've received a nice picture via MMS into TextSecure 0.9.9.7. It looks okay in the message thread, and clicking it gives me the warning about needing to decrypt it, but then it loads perfectly into my image viewer. If I tap+hold the image, I'm then warned about needing to decrypt it to put it on the external SD card, it then takes maybe half a second while it says ""Saving attachment..."", and then ""Success"" flashes up. Despite all of this, I can't find the attachment anywhere on my phone :-( (I've used ES File Explorer to search for various filenames, but to no avail). I had a look in the source code; it looks like it's saving to Environment.getExternalStorageDirectory(), but none of the obvious locations seem to have the picture in them. Any idea where attachments end up? (If it matters, I'm using a Samsung Galaxy S2 GT-I9100 running Jellybean 4.1.2).
####
Extracted pragmatic ambiguity segment(s): ['it', 'it']
# END
Statement: Request Number - 299 | Request Title - Implement ""Quick Responses"" | Request Description - Android has an useful option for rejecting call with SMS. When you receive a call, you can reject it with pre-prepared or custom SMS. However, this SMS is not sent through TextSecure but through default Android application for sending SMS's. Can this be changed?
####
Extracted pragmatic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 937 | Request Title - Conversation View: Consistent message order | Request Description - Please correct me, but as far as I can tell, messages are sorted by time of arrival. However, since the messages are transported either via SMS or via Google Cloud Messaging, both of which don't guarantee ordering, messages may appear in the wrong order. This means that chat participants may see deviating orders of messages, replies to messages they don't even see. In theory, it's even possible that several messages from the same sender arrive and are displayed in wrong order.  Idea 1: Sort the conversation view by ""sent"" timestamp. See also Display send date for incoming messages #806. Problem: What is the ""sent"" date? Is it reliable? Is it set by the client or the TS server (farm)? Idea 2: Give each message a sequence number generated by the TextSecure server. Sort conversation view according to those numbers. Problem: Many, but not all messages go through the TS server. Idea 3: Employ vector clocks.
####

Extracted pragmatic ambiguity segment(s): "
3,1133-Signal,{'Pragmatic': 1},Extracted pragmatic ambiguity segment(s): ['them'],"Pragmatic ambiguity: Pragmatic ambiguity occurs when a sentence has several meanings in the context in which it is uttered. The context comprises the language context, i.e., the sentences uttered before and after, and the context beyond language, i.e., the situation, the background knowledge, and expectations of the speaker or hearer and the writer or reader. 
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Pragmatic ambiguity from the statement. Multiple segments may contain Pragmatic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.

Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 276 | Request Title - Saving Attachments - where do they go? | Request Description - This is hopefully a daft question, but I can't find the answer anywhere. I've received a nice picture via MMS into TextSecure 0.9.9.7. It looks okay in the message thread, and clicking it gives me the warning about needing to decrypt it, but then it loads perfectly into my image viewer. If I tap+hold the image, I'm then warned about needing to decrypt it to put it on the external SD card, it then takes maybe half a second while it says ""Saving attachment..."", and then ""Success"" flashes up. Despite all of this, I can't find the attachment anywhere on my phone :-( (I've used ES File Explorer to search for various filenames, but to no avail). I had a look in the source code; it looks like it's saving to Environment.getExternalStorageDirectory(), but none of the obvious locations seem to have the picture in them. Any idea where attachments end up? (If it matters, I'm using a Samsung Galaxy S2 GT-I9100 running Jellybean 4.1.2).
####
Extracted pragmatic ambiguity segment(s): ['it', 'it']
# END
Statement: Request Number - 299 | Request Title - Implement ""Quick Responses"" | Request Description - Android has an useful option for rejecting call with SMS. When you receive a call, you can reject it with pre-prepared or custom SMS. However, this SMS is not sent through TextSecure but through default Android application for sending SMS's. Can this be changed?
####
Extracted pragmatic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 1133 | Request Title - Deletion of contact keys | Request Description - Hello moxie, could you please let us delete the contact keys? Several of my friends changed their number or uninstalled TextSecure, I'm not liking to scroll threw their contact keys whenever I check them. Let us long press them for deleting, add a warning and everything would be fine.
####

Extracted pragmatic ambiguity segment(s): "
4,2055-Signal,"{'Pragmatic': 2, 'Lexical': 1, 'Semantic': 2, 'Vagueness': 1}","Extracted pragmatic ambiguity segment(s): ['this', 'This']","Pragmatic ambiguity: Pragmatic ambiguity occurs when a sentence has several meanings in the context in which it is uttered. The context comprises the language context, i.e., the sentences uttered before and after, and the context beyond language, i.e., the situation, the background knowledge, and expectations of the speaker or hearer and the writer or reader. 
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Pragmatic ambiguity from the statement. Multiple segments may contain Pragmatic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.

Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 276 | Request Title - Saving Attachments - where do they go? | Request Description - This is hopefully a daft question, but I can't find the answer anywhere. I've received a nice picture via MMS into TextSecure 0.9.9.7. It looks okay in the message thread, and clicking it gives me the warning about needing to decrypt it, but then it loads perfectly into my image viewer. If I tap+hold the image, I'm then warned about needing to decrypt it to put it on the external SD card, it then takes maybe half a second while it says ""Saving attachment..."", and then ""Success"" flashes up. Despite all of this, I can't find the attachment anywhere on my phone :-( (I've used ES File Explorer to search for various filenames, but to no avail). I had a look in the source code; it looks like it's saving to Environment.getExternalStorageDirectory(), but none of the obvious locations seem to have the picture in them. Any idea where attachments end up? (If it matters, I'm using a Samsung Galaxy S2 GT-I9100 running Jellybean 4.1.2).
####
Extracted pragmatic ambiguity segment(s): ['it', 'it']
# END
Statement: Request Number - 299 | Request Title - Implement ""Quick Responses"" | Request Description - Android has an useful option for rejecting call with SMS. When you receive a call, you can reject it with pre-prepared or custom SMS. However, this SMS is not sent through TextSecure but through default Android application for sending SMS's. Can this be changed?
####
Extracted pragmatic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 2055 | Request Title - use delivery receipts to show message received time for outgoing messages | Request Description - After long pressing on a message and selecting the info button, the message details are shown. This includes the sent and received times for incoming messages. For outgoing messages, in contrast, only one Sent/Received time is displayed, probably containing sent time. Now that delivery receipts are implemented, it would be possible to display the received time for outgoing messages (by taking the sent time from the receipt). Or to make it more precise, let the receipt message piggybag the real received time. This would make the user interface more consistent. When this is rejected for some reasons, I suggest renaming the ""Sent/Received"" label for outgoing messages to ""Sent"" because this is what it really is about.
####

Extracted pragmatic ambiguity segment(s): "
5,1064-Signal,O,Extracted pragmatic ambiguity segment(s): No Defect Found,"Pragmatic ambiguity: Pragmatic ambiguity occurs when a sentence has several meanings in the context in which it is uttered. The context comprises the language context, i.e., the sentences uttered before and after, and the context beyond language, i.e., the situation, the background knowledge, and expectations of the speaker or hearer and the writer or reader. 
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Pragmatic ambiguity from the statement. Multiple segments may contain Pragmatic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.

Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 276 | Request Title - Saving Attachments - where do they go? | Request Description - This is hopefully a daft question, but I can't find the answer anywhere. I've received a nice picture via MMS into TextSecure 0.9.9.7. It looks okay in the message thread, and clicking it gives me the warning about needing to decrypt it, but then it loads perfectly into my image viewer. If I tap+hold the image, I'm then warned about needing to decrypt it to put it on the external SD card, it then takes maybe half a second while it says ""Saving attachment..."", and then ""Success"" flashes up. Despite all of this, I can't find the attachment anywhere on my phone :-( (I've used ES File Explorer to search for various filenames, but to no avail). I had a look in the source code; it looks like it's saving to Environment.getExternalStorageDirectory(), but none of the obvious locations seem to have the picture in them. Any idea where attachments end up? (If it matters, I'm using a Samsung Galaxy S2 GT-I9100 running Jellybean 4.1.2).
####
Extracted pragmatic ambiguity segment(s): ['it', 'it']
# END
Statement: Request Number - 299 | Request Title - Implement ""Quick Responses"" | Request Description - Android has an useful option for rejecting call with SMS. When you receive a call, you can reject it with pre-prepared or custom SMS. However, this SMS is not sent through TextSecure but through default Android application for sending SMS's. Can this be changed?
####
Extracted pragmatic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 1064 | Request Title - Group Leaving vs Thread Deletion | Request Description - Deleting a group thread looks like leaving a group. But deleting the thread does not remove me from a group, but until someone writes to that group or updates it, i am not able to write to that group, as i have no open thread i could select. I propose: thread deletion for groups should just clear all messages without removing the group from the thread list
####

Extracted pragmatic ambiguity segment(s): "
6,107-Mastodon,O,Extracted pragmatic ambiguity segment(s): No Defect Found,"Pragmatic ambiguity: Pragmatic ambiguity occurs when a sentence has several meanings in the context in which it is uttered. The context comprises the language context, i.e., the sentences uttered before and after, and the context beyond language, i.e., the situation, the background knowledge, and expectations of the speaker or hearer and the writer or reader. 
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Pragmatic ambiguity from the statement. Multiple segments may contain Pragmatic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.

Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 276 | Request Title - Saving Attachments - where do they go? | Request Description - This is hopefully a daft question, but I can't find the answer anywhere. I've received a nice picture via MMS into TextSecure 0.9.9.7. It looks okay in the message thread, and clicking it gives me the warning about needing to decrypt it, but then it loads perfectly into my image viewer. If I tap+hold the image, I'm then warned about needing to decrypt it to put it on the external SD card, it then takes maybe half a second while it says ""Saving attachment..."", and then ""Success"" flashes up. Despite all of this, I can't find the attachment anywhere on my phone :-( (I've used ES File Explorer to search for various filenames, but to no avail). I had a look in the source code; it looks like it's saving to Environment.getExternalStorageDirectory(), but none of the obvious locations seem to have the picture in them. Any idea where attachments end up? (If it matters, I'm using a Samsung Galaxy S2 GT-I9100 running Jellybean 4.1.2).
####
Extracted pragmatic ambiguity segment(s): ['it', 'it']
# END
Statement: Request Number - 299 | Request Title - Implement ""Quick Responses"" | Request Description - Android has an useful option for rejecting call with SMS. When you receive a call, you can reject it with pre-prepared or custom SMS. However, this SMS is not sent through TextSecure but through default Android application for sending SMS's. Can this be changed?
####
Extracted pragmatic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 107 | Request Title - Can't view image descriptions | Request Description - I know a screen reader can still read them, but it's important to me to see if there IS a description so I know if I can boost these posts to my disabled followers
####

Extracted pragmatic ambiguity segment(s): "
7,253-Signal,{'Pragmatic': 1},Extracted pragmatic ambiguity segment(s): ['show you to set a time'],"Pragmatic ambiguity: Pragmatic ambiguity occurs when a sentence has several meanings in the context in which it is uttered. The context comprises the language context, i.e., the sentences uttered before and after, and the context beyond language, i.e., the situation, the background knowledge, and expectations of the speaker or hearer and the writer or reader. 
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Pragmatic ambiguity from the statement. Multiple segments may contain Pragmatic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.

Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 276 | Request Title - Saving Attachments - where do they go? | Request Description - This is hopefully a daft question, but I can't find the answer anywhere. I've received a nice picture via MMS into TextSecure 0.9.9.7. It looks okay in the message thread, and clicking it gives me the warning about needing to decrypt it, but then it loads perfectly into my image viewer. If I tap+hold the image, I'm then warned about needing to decrypt it to put it on the external SD card, it then takes maybe half a second while it says ""Saving attachment..."", and then ""Success"" flashes up. Despite all of this, I can't find the attachment anywhere on my phone :-( (I've used ES File Explorer to search for various filenames, but to no avail). I had a look in the source code; it looks like it's saving to Environment.getExternalStorageDirectory(), but none of the obvious locations seem to have the picture in them. Any idea where attachments end up? (If it matters, I'm using a Samsung Galaxy S2 GT-I9100 running Jellybean 4.1.2).
####
Extracted pragmatic ambiguity segment(s): ['it', 'it']
# END
Statement: Request Number - 299 | Request Title - Implement ""Quick Responses"" | Request Description - Android has an useful option for rejecting call with SMS. When you receive a call, you can reject it with pre-prepared or custom SMS. However, this SMS is not sent through TextSecure but through default Android application for sending SMS's. Can this be changed?
####
Extracted pragmatic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 253 | Request Title -  Feature: send schedule | Request Description - The default SMS app on Samsung at least show you to set a time the SMS is to be sent. I use this feature a lot, so need to revert back to the default app to send these messages. Would be great to have this feature added. Thanks.
####

Extracted pragmatic ambiguity segment(s): "
8,780-Signal,O,Extracted pragmatic ambiguity segment(s): No Defect Found,"Pragmatic ambiguity: Pragmatic ambiguity occurs when a sentence has several meanings in the context in which it is uttered. The context comprises the language context, i.e., the sentences uttered before and after, and the context beyond language, i.e., the situation, the background knowledge, and expectations of the speaker or hearer and the writer or reader. 
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Pragmatic ambiguity from the statement. Multiple segments may contain Pragmatic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.

Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 276 | Request Title - Saving Attachments - where do they go? | Request Description - This is hopefully a daft question, but I can't find the answer anywhere. I've received a nice picture via MMS into TextSecure 0.9.9.7. It looks okay in the message thread, and clicking it gives me the warning about needing to decrypt it, but then it loads perfectly into my image viewer. If I tap+hold the image, I'm then warned about needing to decrypt it to put it on the external SD card, it then takes maybe half a second while it says ""Saving attachment..."", and then ""Success"" flashes up. Despite all of this, I can't find the attachment anywhere on my phone :-( (I've used ES File Explorer to search for various filenames, but to no avail). I had a look in the source code; it looks like it's saving to Environment.getExternalStorageDirectory(), but none of the obvious locations seem to have the picture in them. Any idea where attachments end up? (If it matters, I'm using a Samsung Galaxy S2 GT-I9100 running Jellybean 4.1.2).
####
Extracted pragmatic ambiguity segment(s): ['it', 'it']
# END
Statement: Request Number - 299 | Request Title - Implement ""Quick Responses"" | Request Description - Android has an useful option for rejecting call with SMS. When you receive a call, you can reject it with pre-prepared or custom SMS. However, this SMS is not sent through TextSecure but through default Android application for sending SMS's. Can this be changed?
####
Extracted pragmatic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 780 | Request Title - Deduplicate messages | Request Description - Currently TextSecure (2.0.1) can only import messages from the default Android SMS application once. Afterwards doing the same again results in duplicate messages. It would be nice to be able to deduplicate them. I assume that going through the list of messages and comparing from, to, time and text would be sufficient. Then just delete everything except the first occurance. Please excuse me, if this is a duplicate of another issue. It was hard to find good search terms, since ""duplicate"" occurs extremely often as ""duplicate of issue #..."".
####

Extracted pragmatic ambiguity segment(s): "
9,1819-Signal,"{'Pragmatic': 3, 'Lexical': 4}","Extracted pragmatic ambiguity segment(s): ['a non-sense', 'on the left', 'they should be only one, 2 way']","Pragmatic ambiguity: Pragmatic ambiguity occurs when a sentence has several meanings in the context in which it is uttered. The context comprises the language context, i.e., the sentences uttered before and after, and the context beyond language, i.e., the situation, the background knowledge, and expectations of the speaker or hearer and the writer or reader. 
You are a software analyst specializing in ambiguity detection in GitHub feature requests.
Carefully read the given statement. Extract and list any text segments containing Pragmatic ambiguity from the statement. Multiple segments may contain Pragmatic ambiguity; include all of them in a single comma-separated list. Make sure to have all elements of the list in quotation marks. If no segments are found, return No Defect Found. Do not give any explanations, reasoning, or any extra text that is not from the given statement.

Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement and extracted segments are separated using the trigger word ####.
Statement: Request Number - 276 | Request Title - Saving Attachments - where do they go? | Request Description - This is hopefully a daft question, but I can't find the answer anywhere. I've received a nice picture via MMS into TextSecure 0.9.9.7. It looks okay in the message thread, and clicking it gives me the warning about needing to decrypt it, but then it loads perfectly into my image viewer. If I tap+hold the image, I'm then warned about needing to decrypt it to put it on the external SD card, it then takes maybe half a second while it says ""Saving attachment..."", and then ""Success"" flashes up. Despite all of this, I can't find the attachment anywhere on my phone :-( (I've used ES File Explorer to search for various filenames, but to no avail). I had a look in the source code; it looks like it's saving to Environment.getExternalStorageDirectory(), but none of the obvious locations seem to have the picture in them. Any idea where attachments end up? (If it matters, I'm using a Samsung Galaxy S2 GT-I9100 running Jellybean 4.1.2).
####
Extracted pragmatic ambiguity segment(s): ['it', 'it']
# END
Statement: Request Number - 299 | Request Title - Implement ""Quick Responses"" | Request Description - Android has an useful option for rejecting call with SMS. When you receive a call, you can reject it with pre-prepared or custom SMS. However, this SMS is not sent through TextSecure but through default Android application for sending SMS's. Can this be changed?
####
Extracted pragmatic ambiguity segment(s): No Defect Found
# END

Statement: Request Number - 1819 | Request Title - Request - UI : Sliding pannel & option.  | Request Description - Hello, I believe that  there is a non-sense in the UI with a sliding panel on the left and a ""regular"" menu. In my sense they should be only one, 2 way to access the ""option"" is confusing. One thing could be that the sliding menu and the option button could trigger the slide. Regards,
####

Extracted pragmatic ambiguity segment(s): "
